4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
4.885600000000000023e+02,4.089499999999999886e+02,6.210200000000000387e+00,6.210200000000000387e+00
